"Expr1000","Date","Station Group","Station ID","Site Name","Trip ID","Elevation","Bottom Sounding"
"LP931005",10/8/1993 15:30:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP931005",3662.35,53.00
"LP931005",10/8/1993 15:45:00,"LPSJR530","SCSJR305","ALCOVE CANYON","LP931005",3662.35,36.00
"LP931005",10/8/1993 16:00:00,"LPSJRINF","SCSJR535","SAN JUAN R - PIUTE FARMS","LP931005",3662.35,2.00
"LP931005",10/8/1993 17:00:00,"LPSJRINF","SCSJR400","MIDDLE ZAHN BAY","LP931005",3662.35,19.50
"LP931005",10/9/1993 9:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP931005",3662.39,90.00
"LP931005",10/9/1993 13:30:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP931005",3662.39,140.00
"LP931005",10/9/1993 17:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP931005",,
"LP931005",10/10/1993 12:30:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP931005",,
"LP931005",10/10/1993 16:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP931005",,
"LP931102",11/2/1993 12:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP931102",3662.23,147.00
"LP931102",11/3/1993 9:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP931102",,
"LP931102",11/3/1993 11:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP931102",,
"LP931201",12/1/1993 16:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP931201",,
"LP931201",12/1/1993 18:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP931201",,
"LP931201",12/2/1993 9:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP931201",3661.47,
"LP931201",12/2/1993 12:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP931201",,
"LP940104",1/4/1994 10:25:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940104",3659.16,
"LP940104",1/4/1994 12:45:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940104",3659.16,
"LP940104",1/4/1994 16:30:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940104",3659.16,
"LP940104",1/5/1994 11:20:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940104",3659.08,
"LP940104",1/5/1994 13:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940104",,
"LP940203",2/3/1994 10:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940203",3656.97,
"LP940203",2/3/1994 14:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940203",3656.97,
"LP940203",2/3/1994 16:15:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940203",3656.97,
"LP940203",2/4/1994 13:25:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940203",,
"LP940203",2/13/1994 14:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940203",,
"LP940301",3/1/1994 16:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940301",3655.04,144.00
"LP940301",3/2/1994 9:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP940301",3655.01,140.00
"LP940301",3/2/1994 12:04:00,"LPCR0905","SCUCLP14","OAK CANYON","LP940301",3655.01,123.00
"LP940301",3/2/1994 17:15:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP940301",3655.01,70.50
"LP940301",3/2/1994 18:00:00,"LPESC200","SCESC095","ESC. R. @ WILLOW CK.","LP940301",3655.01,47.00
"LP940301",3/3/1994 9:00:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP940301",3655.00,117.00
"LP940301",3/3/1994 11:30:00,"LPCR1395","SCCR0790","Iceberg Canyon","LP940301",3655.00,110.00
"LP940301",3/3/1994 12:30:00,"LPCR1587","SCCR0880","Lake Canyon","LP940301",3655.00,98.00
"LP940301",3/3/1994 15:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP940301",3655.00,92.00
"LP940301",3/4/1994 9:00:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP940301",3654.99,61.00
"LP940301",3/4/1994 11:45:00,"LPCR_INF","SCCR1570","COLO. R. AT COVE CANYON","LP940301",3654.99,6.00
"LP940301",3/4/1994 16:50:00,"LPCR_INF","LPCR2487","Colorado River at Hite WQ Buoy","LP940301",3654.99,18.00
"LP940301",3/5/1994 8:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP940301",3655.00,49.00
"LP940301",3/5/1994 12:00:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP940301",3655.00,74.80
"LP940301",3/5/1994 13:45:00,"LPCR1772","SCCR0990","Moki Canyon","LP940301",3655.00,88.00
"LP940301",3/6/1994 10:00:00,"LPCR1001","SCCR0570","San Juan Confluence","LP940301",3655.03,
"LP940301",3/6/1994 12:00:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP940301",3655.03,87.00
"LP940301",3/6/1994 14:00:00,"LPSJR329","SCSJR180","LOWER PIUTE BAY","LP940301",3655.03,68.00
"LP940301",3/6/1994 15:00:00,"LPSJRINF","SCSJR520","San Juan River at Lower Piute Farms","LP940301",3655.03,0.50
"LP940301",3/6/1994 16:00:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP940301",3655.03,
"LP940301",3/6/1994 16:20:00,"LPSJRINF","SCSJR485","SAN JUAN R. BEL MIKES CYN","LP940301",3655.03,4.50
"LP940301",3/6/1994 16:50:00,"LPSJRINF","SCSJR400","MIDDLE ZAHN BAY","LP940301",3655.03,11.00
"LP940301",3/6/1994 17:45:00,"LPSJR625","SCSJR350","Lower Zahn Bay","LP940301",3655.03,23.00
"LP940301",3/9/1994 15:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940301",,
"LP940301",3/9/1994 16:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940301",,
"LP940301",3/10/1994 10:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940301",,
"LP940403",4/3/1994 18:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940403",,
"LP940403",4/3/1994 19:15:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940403",,
"LP940408",4/8/1994 14:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940408",3654.30,
"LP940428",4/28/1994 10:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940428",3653.70,145.10
"LP940428",4/28/1994 12:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940428",,
"LP940510",5/5/1994 14:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940510",,
"LP940510",5/5/1994 17:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940510",,
"LP940510",5/6/1994 10:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940510",,
"LP940510",5/6/1994 13:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940510",,
"LP940510",5/10/1994 14:30:00,"LPCR_INF","SCCR1420","COLO. R. AT HITE BRIDGE","LP940510",3654.79,13.00
"LP940510",5/10/1994 17:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP940510",3654.79,49.00
"LP940510",5/11/1994 8:00:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP940510",3654.88,64.00
"LP940510",5/11/1994 9:00:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP940510",3654.88,74.00
"LP940510",5/11/1994 10:00:00,"LPCR1772","SCCR0990","Moki Canyon","LP940510",3654.88,
"LP940510",5/11/1994 11:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP940510",3654.88,91.50
"LP940510",5/11/1994 16:00:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP940510",3654.88,116.00
"LP940510",5/11/1994 17:15:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP940510",3654.88,70.00
"LP940510",5/12/1994 8:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP940510",3655.06,86.00
"LP940510",5/12/1994 10:30:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP940510",3655.06,51.00
"LP940510",5/12/1994 12:00:00,"LPSJRINF","SCSJR440","SAN JUAN BELOW COPPER CANYON","LP940510",3655.06,9.50
"LP940510",5/12/1994 12:30:00,"LPSJRINF","SCSJR400","MIDDLE ZAHN BAY","LP940510",3655.06,9.50
"LP940510",5/12/1994 13:30:00,"LPSJR625","SCSJR350","Lower Zahn Bay","LP940510",3655.06,22.50
"LP940510",5/12/1994 15:00:00,"LPSJR329","SCSJR180","LOWER PIUTE BAY","LP940510",3655.06,68.00
"LP940510",5/13/1994 14:00:00,"LPCR0905","SCUCLP14","OAK CANYON","LP940510",3655.17,123.00
"LP940510",5/13/1994 16:30:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP940510",3655.17,140.00
"LP940510",5/14/1994 11:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940510",3655.36,148.00
"GC940528",5/28/1994 11:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","GC940528",,
"GC940528",5/28/1994 13:30:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","GC940528",,
"LP940607",6/7/1994 13:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940607",3663.01,148.00
"LP940607",6/7/1994 15:20:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940607",,
"LP940607",6/8/1994 9:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940607",,
"LP940607",6/8/1994 12:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940607",,
"LP940707",7/7/1994 10:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940707",3665.25,148.00
"LP940707",7/8/1994 15:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940707",,
"LP940707",7/8/1994 18:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940707",,
"LP940801",7/30/1994 17:25:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940801",,
"LP940801",7/31/1994 11:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940801",,
"LP940801",7/31/1994 14:30:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940801",,
"LP940801",7/31/1994 15:45:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940801",,
"LP940801",8/1/1994 14:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940801",3661.76,147.00
"LP940801",8/1/1994 18:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP940801",3661.76,142.00
"LP940801",8/2/1994 8:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP940801",3661.64,
"LP940801",8/2/1994 9:35:00,"LPCR0905","SCUCLP14","OAK CANYON","LP940801",3661.64,125.00
"LP940801",8/2/1994 13:15:00,"LPESCINF","SCESC208","BELOW COW CYN. OF ESC. ARM","LP940801",3661.64,
"LP940801",8/2/1994 13:30:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP940801",3661.64,71.50
"LP940801",8/2/1994 13:53:00,"LPESCINF","SCESC182","ESCALANTE NEAR INFLOW","LP940801",3661.64,11.50
"LP940801",8/2/1994 14:12:00,"LPESC273","SCESC151","Escalante at Garces Island","LP940801",3661.64,28.00
"LP940801",8/2/1994 15:00:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP940801",3661.64,118.00
"LP940801",8/2/1994 15:05:00,"LPESC200","SCESC095","ESC. R. @ WILLOW CK.","LP940801",3661.64,48.00
"LP940801",8/2/1994 15:45:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP940801",3661.64,72.00
"LP940801",8/3/1994 12:30:00,"LPCR_INF","SCCR1500","COLO. R. ABV MILLE CRAG BEND","LP940801",3661.43,11.20
"LP940801",8/3/1994 14:00:00,"LPCR2387","SCUCLP18","HITE BASIN","LP940801",3661.43,50.00
"LP940801",8/3/1994 14:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP940801",3661.43,
"LP940801",8/3/1994 15:45:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP940801",3661.43,65.00
"LP940801",8/3/1994 17:00:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP940801",3661.43,76.00
"LP940801",8/4/1994 7:50:00,"LPCR1772","SCCR0990","Moki Canyon","LP940801",3661.26,85.00
"LP940801",8/4/1994 9:00:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP940801",3661.26,92.00
"LP940801",8/4/1994 13:50:00,"LPCR1587","SCCR0880","Lake Canyon","LP940801",3661.26,102.00
"LP940801",8/4/1994 16:00:00,"LPCR1395","SCCR0790","Iceberg Canyon","LP940801",3661.26,112.00
"LP940801",8/5/1994 9:30:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP940801",3661.07,87.00
"LP940830",8/29/1994 18:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP940830",,
"LP940830",8/30/1994 15:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940830",3657.24,145.00
"LP940830",8/31/1994 9:00:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP940830",,86.00
"LP940830",8/31/1994 10:30:00,"LPSJR329","SCSJR180","LOWER PIUTE BAY","LP940830",,68.00
"LP940830",8/31/1994 12:00:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP940830",,52.00
"LP940830",8/31/1994 13:15:00,"LPSJR625","SCSJR350","Lower Zahn Bay","LP940830",,28.50
"LP940830",9/1/1994 13:15:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP940830",,
"LP940830",9/2/1994 8:45:00,"LPSJRINF","SCSJR550","SAN JUAN R - PIUTE FARMS","LP940830",3656.78,1.00
"LP940830",9/2/1994 10:45:00,"LPSJRINF","SCSJR400","MIDDLE ZAHN BAY","LP940830",3656.78,11.00
"LP940830",9/2/1994 11:57:00,"LPCR2387","SCUCLP18","HITE BASIN","LP940830",3656.78,
"LP940830",9/2/1994 13:56:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP940830",3656.78,
"LP940830",9/2/1994 14:40:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP940830",3656.78,
"LP940830",9/3/1994 12:35:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP940830",,
"LP940830",9/9/1994 15:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP940830",,
"LP941013",10/13/1994 12:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP941013",3654.02,145.00
"LP941013",10/13/1994 16:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP941013",,
"LP941013",10/14/1994 14:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP941013",,
"LP941110",11/9/1994 13:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP941110",,
"LP941110",11/10/1994 14:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP941110",3653.30,144.50
"LP941110",11/10/1994 16:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP941110",,
"LP941204",12/3/1994 13:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP941204",,
"LP941204",12/3/1994 15:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP941204",,
"LP941204",12/4/1994 13:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP941204",3652.13,144.50
"LP941204",12/4/1994 15:30:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP941204",3652.13,138.50
"LP941204",12/5/1994 11:22:00,"LPCR0905","SCUCLP14","OAK CANYON","LP941204",3652.04,122.00
"LP941204",12/5/1994 12:00:00,"LPCR0905","SCUCLP14","OAK CANYON","LP941204",3652.04,122.00
"LP941204",12/5/1994 14:00:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP941204",3652.04,85.00
"LP941204",12/5/1994 15:30:00,"LPSJR329","SCSJR180","LOWER PIUTE BAY","LP941204",3652.04,66.30
"LP941204",12/5/1994 15:40:00,"LPSJRINF","SCSJR524","San Juan River above Mikes Canyon","LP941204",3652.04,3.30
"LP941204",12/5/1994 16:45:00,"LPSJRINF","SCSJR400","MIDDLE ZAHN BAY","LP941204",3652.04,10.00
"LP941204",12/5/1994 17:00:00,"LPSJR625","SCSJR350","Lower Zahn Bay","LP941204",3652.04,22.00
"LP941204",12/6/1994 8:55:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP941204",3651.98,50.00
"LP941204",12/6/1994 9:00:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP941204",3651.98,50.00
"LP941204",12/6/1994 12:30:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP941204",3651.98,115.00
"LP941204",12/6/1994 13:45:00,"LPCR1395","SCCR0790","Iceberg Canyon","LP941204",3651.98,108.50
"LP941204",12/6/1994 15:08:00,"LPCR1587","SCCR0880","Lake Canyon","LP941204",3651.98,98.45
"LP941204",12/7/1994 10:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP941204",3651.92,48.00
"LP941204",12/7/1994 11:00:00,"LPCR_INF","SCCR1540","COLO. R. AT DARK CANYON","LP941204",3651.92,
"LP941204",12/7/1994 11:50:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP941204",3651.92,63.00
"LP941204",12/7/1994 12:00:00,"LPCR_INF","SCCR1420","COLO. R. AT HITE BRIDGE","LP941204",3651.92,10.00
"LP941204",12/7/1994 15:00:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP941204",3651.92,74.00
"LP941204",12/7/1994 16:00:00,"LPCR1933","SCCR1090","Knowles Canyon","LP941204",3651.92,82.30
"LP941204",12/7/1994 17:00:00,"LPCR1772","SCCR0990","Moki Canyon","LP941204",3651.92,87.00
"LP941204",12/8/1994 9:04:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP941204",3651.83,89.00
"LP941204",12/8/1994 9:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP941204",3651.83,89.00
"LP941204",12/8/1994 13:30:00,"LPESCINF","SCESC200","Escalante Inflow-RM 19.9 on Braun Map","LP941204",3651.83,2.00
"LP941204",12/8/1994 14:00:00,"LPESCINF","SCESC150","Escalante River at Cow-Fence Canyon","LP941204",3651.83,28.00
"LP941204",12/8/1994 14:30:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP941204",3651.83,68.00
"LP941204",12/8/1994 15:00:00,"LPESC200","SCESC095","ESC. R. @ WILLOW CK.","LP941204",3651.83,50.00
"LP950105",1/4/1995 15:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950105",,
"LP950105",1/5/1995 9:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950105",,
"LP950105",1/5/1995 14:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP950105",3649.70,144.00
"LP950202",2/1/1995 15:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950202",,
"LP950202",2/1/1995 18:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950202",,
"LP950202",2/2/1995 11:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP950202",3646.88,143.00
"LP950223",2/23/1995 10:00:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP950223",3645.33,143.00
"LP950223",2/23/1995 13:00:00,"LPCR0453","SCUCLP13","CROSSING OF THE FATHERS","LP950223",3645.33,136.60
"LP950223",2/23/1995 16:30:00,"LPCR0905","SCUCLP14","OAK CANYON","LP950223",3645.33,120.10
"LP950223",2/24/1995 9:30:00,"LPCR1169","SCUCLP16","ESCALANTE RIVER","LP950223",3645.23,113.00
"LP950223",2/24/1995 11:00:00,"LPESC119","SCESC055","MOUTH OF DAVIS GULCH","LP950223",3645.23,67.00
"LP950223",2/24/1995 12:30:00,"LPESC200","SCESC095","ESC. R. @ WILLOW CK.","LP950223",3645.23,44.00
"LP950223",2/24/1995 13:50:00,"LPESCINF","SCESC180","Escalante Inflow","LP950223",3645.23,3.20
"LP950223",2/24/1995 14:30:00,"LPESC273","SCESC168","Escalante River above Garces Island","LP950223",3645.23,20.00
"LP950223",2/25/1995 8:30:00,"LPCR1692","SCUCLP17","Bullfrog Bay","LP950223",3645.13,87.50
"LP950223",2/25/1995 13:00:00,"LPCR_INF","SCCR1480","COLO. R. AT SHEEP CYN","LP950223",3645.13,11.50
"LP920223",2/25/1995 14:00:00,"LPCR_INF","SCCR1420","COLO. R. AT HITE BRIDGE","LP920223",3645.13,
"LP950223",2/25/1995 14:30:00,"LPCR2387","SCUCLP18","HITE BASIN","LP950223",3645.13,46.10
"LP950223",2/25/1995 16:00:00,"LPCR2255","SCCR1280","SCORUP CANYON","LP950223",3645.13,60.90
"LP950223",2/26/1995 8:30:00,"LPCR2085","SCCR1180","LOWER GOOD HOPE BAY","LP950223",3645.03,71.00
"LP950223",2/26/1995 10:00:00,"LPCR1933","SCCR1090","Knowles Canyon","LP950223",3645.03,80.00
"LP950223",2/26/1995 12:30:00,"LPCR1772","SCCR0990","Moki Canyon","LP950223",3645.03,81.80
"LP950223",2/26/1995 15:50:00,"LPCR1587","SCCR0880","Lake Canyon","LP950223",3645.03,95.80
"LP950223",2/26/1995 17:00:00,"LPCR1395","SCCR0790","Iceberg Canyon","LP950223",3645.03,105.00
"LP950223",2/27/1995 10:30:00,"LPSJR431","SCSJR250","UPPER PIUTE BAY","LP950223",3644.96,48.50
"LP950223",2/27/1995 12:00:00,"LPSJR329","SCSJR180","LOWER PIUTE BAY","LP950223",3644.96,66.00
"LP950223",2/27/1995 13:45:00,"LPSJR193","SCUCLP15","CHA CANYON (SAN JUAN R.)","LP950223",3644.96,84.00
"LP950315",3/14/1995 16:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950315",,
"LP950315",3/14/1995 18:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950315",,
"LP950315",3/15/1995 10:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP950315",3644.84,142.20
"LP950315",3/15/1995 14:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950315",,
"LP950404",4/4/1995 11:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950404",,
"LP950404",4/4/1995 14:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950404",,
"LP950510",5/9/1995 14:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950510",,
"LP950510",5/9/1995 17:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950510",,
"LP950510",5/10/1995 11:30:00,"LPCR0024","SCUCLP12","WAHWEAP BAY--","LP950510",3648.23,143.80
"LP950606",6/6/1995 14:30:00,"LPCR0024","LPCR0024","Wahweap","LP950606",3661.35,147.00
"LP950606",6/7/1995 7:30:00,"LPCR0905","LPCR0905","Oak","LP950606",3662.03,125.00
"LP950606",6/7/1995 9:15:00,"LPESC119","LPESC119","Escalante at Davis Gulch","LP950606",3662.03,72.00
"LP950606",6/7/1995 11:30:00,"LPESCINF","LPESC345","Escalante Inflow","LP950606",3662.03,1.50
"LP950606",6/7/1995 12:30:00,"LPESCINF","LPESC307","Escalante at Beaches","LP950606",3662.03,9.00
"LP950606",6/7/1995 13:00:00,"LPESC200","LPESC200","Escalante at Willow Creek","LP950606",3662.03,49.00
"LP950606",6/7/1995 14:45:00,"LPCR1169","LPCR1169","Escalante","LP950606",3662.03,118.00
"LP950606",6/8/1995 12:30:00,"LPCR_INF","LPCR2570","Colorado River above Rock Canyon","LP950606",3662.69,12.00
"LP950606",6/8/1995 16:30:00,"LPCR2387","LPCR2387","Hite Basin","LP950606",3662.69,51.00
"LP950606",6/9/1995 6:45:00,"LPCR2255","LPCR2255","Scorup","LP950606",3663.36,65.50
"LP950606",6/9/1995 8:30:00,"LPCR2085","LPCR2085","Lower Good Hope Bay","LP950606",3663.36,76.00
"LP950606",6/9/1995 10:30:00,"LPCR1933","LPCR1933","Knowles","LP950606",3663.36,85.00
"LP950606",6/9/1995 12:15:00,"LPCR1772","LPCR1772","Moki","LP950606",3663.36,87.50
"LP950606",6/9/1995 15:00:00,"LPCR1692","LPCR1692","Bullfrog","LP950606",3663.36,95.00
"LP950606",6/9/1995 17:30:00,"LPCR1587","LPCR1587","Lake","LP950606",3663.36,101.00
"LP950606",6/10/1995 7:15:00,"LPCR1395","LPCR1395","Iceberg","LP950606",3664.14,113.50
"LP950606",6/10/1995 11:30:00,"LPSJR329","LPSJR329","San Juan at Lower Piute Bay","LP950606",3664.14,71.00
"LP950606",6/10/1995 13:30:00,"LPSJR431","LPSJR431","San Juan at Upper Piute Bay","LP950606",3664.14,53.50
"LP950606",6/10/1995 16:00:00,"LPSJR625","LPSJR625","San Juan at Lower Zahn Bay","LP950606",3664.14,26.00
"LP950606",6/11/1995 9:30:00,"LPSJR193","LPSJR193","San Juan at Cha Canyon","LP950606",3664.90,88.00
"LP950606",6/11/1995 11:30:00,"LPCR1001","LPCR1001","San Juan R. Confluence","LP950606",3664.90,121.00
"LP950606",6/11/1995 13:30:00,"LPCR0905","LPCR0905","Oak","LP950606",3664.90,126.00
"LP950606",6/12/1995 7:45:00,"LPCR0453","LPCR0453","Crossing of the Fathers","LP950606",3665.61,142.00
"LP950606",6/12/1995 16:30:00,"LPCR0024","LPCR0024","Wahweap","LP950606",3665.61,150.00
"LP950616",6/16/1995 16:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950616",,
"LP950616",6/18/1995 9:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950616",,
"LP950630",6/30/1995 15:30:00,"LPCR0024","LPCR0024","Wahweap","LP950630",3679.53,157.00
"LP950721",7/21/1995 11:41:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950721",,
"LP950808",8/7/1995 15:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950808",,
"LP950808",8/7/1995 17:00:00,"LPCR-249","SCGC0000","Colorado R. at Lees Ferry","LP950808",,
"LP950808",8/8/1995 10:00:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950808",,
"LP950808",8/8/1995 13:30:00,"LPCR0024","LPCR0024","Wahweap","LP950808",3693.54,156.00
"LP950907",9/5/1995 17:50:00,"LPCR0000","SCGC-145","Colorado R. below Glen Canyon Dam","LP950907",,
"LP950907",9/7/1995 7:50:00,"LPCR0905","LPCR0905","Oak","LP950907",3690.69,133.00
"LP950907",9/7/1995 13:30:00,"LPCR1169","LPCR1169","Escalante","LP950907",3690.69,126.00
"LP950907",9/7/1995 16:30:00,"LPESC119","LPESC119","Escalante at Davis Gulch","LP950907",3690.69,80.00
"LP950907",9/7/1995 17:00:00,"LPESCINF","LPESC397","Escalante at Big Recurved Loop","LP950907",3690.69,2.50
